nr;datum;Nederlands;Grieks;woordsoort;nota;thema
0330;2025-10-22;ooit (verleden)， destijds， eens， soms (in bevestigingen);κάποτε;bijw.;;grammatica
0331;2025-10-22;nergens;πουθενά;vnw.;;grammatica
0332;2025-10-22;ergens;κάπου;vnw.;;grammatica
0333;2025-10-22;helemaal niet;καθόλου;bijw.;;grammatica
0334;2025-10-22;kijken;κοιτάζω;ww.;;converseren
;;;(η) κωμωδία;;;
0335;2025-10-22;(regen)bui;(η) μπόρα;znw.;;natuur
0336;2025-10-22;omhelzen;αγκαλιάζω;ww.;;relaties, converseren
0337;2025-10-22;ik dans _voor_ je;σου χορεύω;ww.;;muziek, cultuur
0338;2025-10-22;stelen;κλέβω;ww.;;maatschappij
0339;2025-10-22;alleen maar;μοναχά;bijw.;;grammatica
0340;2025-10-22;weggaan;φύγω;ww.;;reizen, routines
0341;2025-10-22;De bossen branden.;Καίγονται τα δάση;zin;;natuur
0342;2025-10-22;uitgeven;ξοδέψω;ww.;;winkelen, routines
0343;2025-10-22;verzadigd raken;χορτάσω;ww.;;voedsel, dingen
0344;2025-11-05;woud;(το) δάσος;znw.;;natuur
0345;2025-11-05;kennen;γνωρίζω;ww.;;converseren
0346;2025-11-05;verliezen;χάνω;ww.;;converseren
0347;2025-11-05;concert;(η) συναυλία;znw.;;muziek, cultuur
0349;2025-11-05;¹tonen， laten zien ²aanwijzen;δείχνω;ww.;;converseren
0350;2025-11-05;accent;ο τόνος;znw.;;grammatica
0351;2025-11-05;¹shoppen (intr.) ²iets kopen (trans.);φωνίζω, φωνίζω _κάτι_;ww.;;converseren
0352;2025-11-05;iets kopen;αγοράζω _κάτι_;ww.;;winkelen, routines
0353;2025-11-05;western (filmgenre);(το) καουμπόικό;znw.;;dingen
0354;2025-11-05;onzin;(η) σαχλαμάρα;znw.;;converseren
0355;2025-11-05;Wat zeg je voor onzin!;Τι λες σαχλαμάρα!;zin;;converseren, uitdrukkingen
0356;2025-11-05;voorstelling;(η) παράσταση;znw.;;cultuur
0357;2025-11-05;uitzinnig， woedend;έξαλλος -η -ο;bnw.;;emoties, behoeftes
0358;2025-11-05;streep;(η) ρήγα – (οι) ρίγες;znw.;;kleuren & vormen, dingen
0359;2025-11-05;af en toe;που και που;bijw.;;hoeveelheden, tijd, meten
0360;2025-11-05;film;(το) έργο;znw.;;cultuur
;;;(ο) γάμος;;;
;;;άλλη μια φορά;;;
0361;2025-11-05;werken， oeuvre;(τα) έργα;znw.;;dingen
0362;2025-11-05;taak， werk， arbeid;(η) εργασία;znw.;;beroepen, maatschappij
0363;2025-11-05;Vooruit ermee!;Βάλτε μπρος!;uitdr.;;converseren, uitdrukkingen
;;;(η) παρουσίαση;;;
0364;2025-11-05;stap;(το) βήμα;znw.;;dingen
0365;2025-11-05;tegenwoordige tijd (praesens);ο ενεστώτας;znw.;;grammatica
0366;2025-11-05;aoristus (verleden tijd);ο αόριστος;znw.;;grammatica
0367;2025-11-05;toekomende tijd (futurum);ο μέλλοντας;znw.;;grammatica
0368;2025-11-05;aankomen， arriveren;φτάνω;ww.;;reizen, routines
0369;2025-11-05;ik maakte;έφτιαξα;ww.;;converseren
0370;2025-11-05;ik zal aankomen;θα φτάσω;ww.;;reizen, routines
0371;2025-11-05;dansen;χορεύω;ww.;;grammatica
0372;2025-11-05;ik danste;χόρεψα;ww.;;muziek, cultuur
0373;2025-11-05;ik zal dansen;θα χορέψω;ww.;;muziek, cultuur
0374;2025-11-05;lezen;διαβάζω;ww.;;school, maatschappij
0375;2025-11-05;ik las;διάβασα;ww.;;school, maatschappij
0376;2025-11-05;ik zal lezen;θα διαβάσω;ww.;;school, maatschappij
0377;2025-11-05;op het laatste moment;τελευταία στιγμή;uitdr.;;tijd, meten
0378;2025-11-05;beslissen;αποφασίζω;ww.;;converseren
0379;2025-11-05;zoeken;ψάχνω;ww.;;grammatica
0380;2025-11-05;tickets boeken;κλείνω εισιτήρια;uitdr.;;reizen, routines
;;;(η) βαλίτσα;;;
;;;συνέχεια;;;
0381;2025-11-05;worden;γίνομαι;ww.;;converseren
0382;2025-11-05;Het is gebeurd!， Klaar!;Έγινε!;uitdr.;cfr Eng. ‘Consider it done.’;converseren, uitdrukkingen
;;;(η) στιγμή;;;
0383;2025-11-05;Hoe gaat het met je, kind?;Τι κάνεις παιδάκι μου;;vraagzin;;relaties, converseren
0384;2025-11-05;Wat zeg je (nu)?!， Asjemenouw!;Τι λες;;uitdr.;;converseren, uitdrukkingen
0385;2025-11-05;Maar hoe?;Μα πως;;vraagzin;;converseren
0386;2025-11-05;Kom op, joh!， Komaan, zeg!， Allez, nu!;Άντε ρε!;uitdr.;;converseren, uitdrukkingen
0387;2025-11-05;Ik laat je nu!;Σε κλείνω τώρα!;uitdr.;;converseren, uitdrukkingen
0388;2025-11-05;van dichtbij;από κοντά;bijw.;;converseren
0389;2025-11-05;tegen (uur);κατά τις;vz.;;tijd, meten
0390;2025-11-05;rond (uur)， rondom (uur)， omstreeks (uur);γύρω στις;bijw.;;tijd, meten
0391;2025-11-05;Tot gauw!;Τα λέμε!;uitdr.;;converseren, uitdrukkingen
0392;2025-11-05;ik zal beginnen;Θα αρχίσω;ww.;;tijd, meten
0393;2025-11-05;ik zal te laat zijn;θα αργήσω;ww.;;tijd, meten
0394;2025-11-12;willen;θέλω - θέλεις, θέλει, θέλουμε, θέλετε, θέλουν;ww.;;grammatica
0395;2025-11-12;¹zeggen ²noemen;λέω - λες, λέει, λέμε, λέτε, λένε;ww.;;grammatica
0396;2025-11-12;praten， spreken;μιλάω/ώ - μιλάς, μιλάει, μιλάμε, μιλάτε, μιλάνε;ww.;;grammatica
0397;2025-11-12;kunnen;μπορώ - μπορείς, μπορεί, μπορούμε, μπορείτε, μπορούν;ww.;;grammatica
0398;2025-11-12;komen;έρχομαι - έρχεσαι, έρχεται, ερχόμαστε, έρχεστε, έρχονται;ww.;;grammatica
0399;2025-11-12;slapen;κοιμάμαι - κοιμάσαι, κοιμάται, κοιμόμαστε, κοιμάστε, κοιμούνται;ww.;;grammatica
0401;2025-11-12;mijn fiets;το ποδήλατό μου;znw. groep;;reizen, routines
0402;2025-11-12;aanzetten， aandoen (bv. het licht);ανάβω (π.χ. το φως);ww.;;dingen
0403;2025-11-12;uitzetten， uitdoen (bv. het licht);σβήνω (π.χ. το φως);ww.;;dingen
0404;2025-11-12;ik deed het licht aan;άναψα το φως;ww.;;dingen
0405;2025-11-12;ik deed het licht uit;έσβησα το φως;ww.;;dingen
0406;2025-11-12;Het licht knippert.;Το φως αναβοσβήνει.;zin;;dingen
0407;2025-11-12;sluiten;κλείνω - έκλεισα - θα κλείσω;ww.;;grammatica
0408;2025-11-12;openen;ανοίγω - άνοιξα - θα ανοίξω;ww.;;grammatica
0409;2025-11-12;weten;ξέρω - ήξερα - θα ξέρω;ww.;;grammatica
0410;2025-11-12;eten;τρώω - έφαγα - θα φάω;ww.;;grammatica
0411;2025-11-12;begrafenis;η κηδεία;znw.;;cultuur
0412;2025-11-12;bellen;παίρνω τηλέφωνο;ww.;;converseren
;;;αλλάζω;;;
;;;καθαρίζω;;;
;;;σιδερώνω;;;
;;;πίσω;;;
0413;2025-11-12;iemand opbellen， met iemand telefoneren;παίρνω στο τηλέφωνο τον/την …;ww. groep;;converseren
0414;2025-11-12;voor →← na;πριν →← μετά;vz.;;tijd, meten
0415;2025-11-12;voor(aan) →← achter(aan);μπροστά →← πίσω;bijw.;;geografie, cultuur
0416;2025-11-12;Pronto!;Εμπρός!;uitdr.;aan de telefoon;converseren, uitdrukkingen
;;;Καλή διασκέδαση!;;;
0417;2025-11-12;Hier (heb je)!;Να!;uitdr.;cfr Fr. ‘Voici!’;converseren, uitdrukkingen
0418;2025-11-12;Wat zei je?;Τι είπες;;vraagzin;;converseren
0419;2025-11-12;Wat wil je eten?;Τι θέλεις να φας;;vraagzin;;voedsel, dingen
0420;2025-11-12;Ik wil het nieuws op tv zien.;Θέλω να δω τα νέα στην τηλεόραση.;zin;;cultuur
0421;2025-11-12;_voornaamwoorden gen./dat._;μου, σου, του/της/το, μας, σας, τους;vnw.;;grammatica
0422;2025-11-12;_voornaamwoorden acc._;με, σε, τον/την/το, μας, σας, τους, την, στα;vnw.;;grammatica
0423;2025-11-19;het moet …;πρέπει να …;ww.;cfr. Fr. ‘Il faut …’;grammatica
0424;2025-11-19;het kan …;μπορεί να …;ww.;cfr. Fr. ‘Il peut …’;grammatica
0442;2025-11-19;ik moet …， ik heb te … (bvb studeren);έχω να … (π.χ. διαβιάσω);uitdr.;;grammatica
0425;2025-11-19;reden;(ο) λόγος;znw.;;converseren
0426;2025-11-19;cash， contant geld;(τα) μετρητά;znw.;lett. ‘het neergetelde’;winkelen, routines
0426;2025-11-19;(bank)kaart;(η) κάρτα;znw.;;winkelen, routines
0427;2025-11-19;leeftijd;(η) ηλικία;znw.;;tijd, meten
0428;2025-11-19;Hoe oud ben je?;Πόσων χρονών είσαι;;vraagzin;;tijd, meten
0429;2025-11-19;Ik ben éénentwintig (jaar oud).;Είμαι είκοσι ένα， ενός (χρονών/χρόνων).;zin;;tijd, meten
0430;2025-11-19;Ik ben drieëndertig (jaar oud).;Είμαι τριάντα τρία， τριών (χρονών/χρόνων).;zin;;tijd, meten
0431;2025-11-19;Ik ben vierenveertig (jaar oud).;Είμαι σαράντα τέσσερα， τεσσάρων (χρονών/χρόνων).;zin;;tijd, meten
0432;2025-11-19;elektricien;(ο) ηλεκτρολόγος;znw.;;beroepen, maatschappij
;;;(το) πάρκο;;;
0433;2025-11-19;de metro (in Athene);ο ηλεκτρικός;bnw.;;dingen
0434;2025-11-19;de nieuwe metro (in Athene);ο καινούργιος;bnw.;;tijd, meten
0435;2025-11-19;¹uithalen， tevoorschijn halen ²uitdoen ³verdienen;βγάζω;ww.;;dingen
0435;2025-11-19;Hoeveel verdien je?;Πόσα βγάζεις;;uitdr.;;converseren, uitdrukkingen
0436;2025-11-19;uitgaan met;βγαίνω με;ww.;;relaties, converseren
0437;2025-11-19;¹lezen ²studeren;διαβάζω;ww.;;school, maatschappij
0438;2025-11-19;straat;(*η*) οδός;znw.;;geografie, cultuur
0440;2025-11-19;Poros;*ο* Πόρος;eigennaam;;geografie, cultuur
0441;2025-11-19;Paros, Lesbos, Naxos, Rodos, etc.;*η* Πάρος, *η* Λέσβος, *η* Νάξος, *η* Ρόδος, κ.λπ. *αλλά*: *ο* Πόρος;znw.;;geografie, cultuur
0444;2025-11-19;om tien uur ’s morgens;στις δέκα το πρωί;zin;;kalender, meten
0445;2025-11-19;om één uur ’s middags;στη μία το μεσημέρι;zin;;kalender, meten
0446;2025-11-19;om drie uur ’s namiddags;στις τρεις το απόγευμα;zin;;kalender, meten
0447;2025-11-19;om zeven uur ’s avonds;στις εφτά το βράδυ;zin;;kalender, meten
0448;2025-11-26;huilen;κλαίω - έκλαψα - θα κλάψω;ww.;;grammatica
0449;2025-11-26;verliezen;χάνω - έχασα - θα χάσω;ww.;;grammatica
;;;(το) κάστρο;;;
0451;2025-11-26;¹breien ²haken;πλέκω - έπλεξα - θα πλέξω;ww.;;grammatica
0452;2025-11-26;dier;(το) ζώο;znw.;;dieren, natuur
0453;2025-11-26;een dier verliezen;χάνω ένα ζώο;zin;;dieren, natuur
0454;2025-11-26;verdrietig， bedroefd;λυπημένος -η -ο;bnw.;;kleuren & vormen, dingen
0455;2025-11-26;(woord)stam;το θέμα;znw.;;grammatica
0456;2025-11-26;¹vastmaken ²spannen ³binden;δένω (→← λύνω);zin;;
0450;2025-11-26;¹losmaken ²oplossen;λύνω (→← δένω) - έλυσα - θα λύσω;ww.;;grammatica
0457;2025-11-26;Laten we de tongen losmaken!;Ας λύσουμε τις γλώσσες!;zin;;
0458;2025-11-26;¹tong ²taal;(η) γλώσσα;znw.;;grammatica
0459;2025-11-26;vergadering;(η) συνεδρίαση;znw.;;
0460;2025-11-26;¹vest ²gilet;(το) γιλέκο;znw.;;kleding, behoeftes
;;;(η) ζακέτα;;;
0461;2025-11-26;Het is bijtend kou!;Έχει ήλιο με δόντια!;uitdr.;lett. ‘zon met tanden’, cfr ‘bijtend’ koud;natuur
0462;2025-11-26;Kom(t)!;Ελάτε!;zin;;
0463;2025-11-26;gelukkig;ευτυχισμένος -η -ο;bnw.;;emoties, behoeftes
0464;2025-11-26;ongelukkig;δυστυχισμένος -η -ο;bnw.;;emoties, behoeftes
0465;2025-11-26;lang;ψηλός -η -ο;bnw.;;kleuren & vormen, dingen
0466;2025-11-26;ernstig， serieus;σοβαρός -η -ο;bnw.;;kleuren & vormen, dingen
0467;2025-11-26;de trappen van vergelijking;οι βαθμοί σύγκρισης;znw. groep;;grammatica
0468;2025-11-26;de stellende trap;ο Θετικός (βαθμός) (π.χ., «καλός»);znw.;;grammatica
0469;2025-11-26;de vergrotende trap;ο συγκριτικός (βαθμός) (π.χ., «καλύτερος», «πιο καλός»);znw.;;grammatica
0470;2025-11-26;de overtreffende trap;ο υπερθετικός (βαθμός) (π.χ., «καλύτερος», «πιο καλός»);znw.;;grammatica
0471;2025-11-26;‘eenwoordig’;μονολεκτικά;bijw.;;grammatica
0472;2025-11-26;klein, kleiner, (de) kleinst(e);μικρός, πιο μικρός， μικρότερος, ο πιο μικρός， μικρότερος;bnw.;;grammatica
0474;2025-11-26;mooi, mooier, (de) mooist(e) ♀;ωραία, πιο ωραία， ωραιότερ*η*, η πιο ωραιότερη;bnw.;;
0475;2025-11-26;vier onregelmatige (vormen);τέσσερα ανώμαλα;bnw.;;grammatica
0476;2025-11-26;goed, beter, (het) best(e) ⚲;καλό, καλύτερο, το καλύτερο;bnw.;;grammatica
;;;Πόσο καιρό;;;;
0477;2025-11-26;groot, groter, (de) grootst(e);μεγάλος, μεγαλύτερος ο, μεγαλύτερος;bnw.;;grammatica
0478;2025-11-26;lelijk, slechter, de slechtste;άσχημος, χειρότερος, ο χειρότερος;bnw.;;grammatica
0479;2025-11-26;slecht, slechter, (de) slechtst(e);κακός, χειρότερος, ο χειρότερος;bnw.;;grammatica
0480;2025-11-26;veel, meer, (de) meeste;πολύς, περισσότερος, ο περισσότερος;bnw.;;grammatica
0481;2025-11-26;nieuw, nieuwer, (de) nieuwste ♀;νέα, νεότερη, η πιο νεότερη;bnw.;;grammatica
;;;(η) φορά;;;
;;;μια φορά;;;
0482;2025-11-26;meer … dan …;πιο … από + του/την (acc);bnw.;;grammatica
0483;2025-11-26;[-er] dan ik;από μένα;zin;;grammatica
0484;2025-11-26;¹ooit (verleden)， destijds ²eens, soms (in bevestigingen);κάποτε;bijw.;;kalender, meten
0485;2025-11-26;ooit zullen (er) komen;κάποτε θα έρθουν;zin;;
0486;2025-11-26;verstrooid， afwezig;αφηρημένος -η -ο;bnw.;;emoties, behoeftes
0487;2025-11-26;verdrietig， bedrukt;στενοχωρημένος -η -ο;bnw.;;emoties, behoeftes
0488;2025-11-26;boos;θυμωμένος -η -ο;bnw.;;emoties, behoeftes
0489;2025-11-26;goedkoper;φθηνότερος -η -ο;bnw.;;winkelen, routines
0490;2025-11-26;tevreden;ευχαριστημένος -η -ο;bnw.;;emoties, behoeftes
0491;2025-11-26;¹slecht ²stout;κακός -ή -ό;bnw.;;kleuren & vormen, dingen
0492;2025-11-26;¹lelijk ²slecht;άσχημος -η -ο;bnw.;;kleuren & vormen, dingen
0493;2025-11-26;babbeltje;(η) κουβέντα;znw.;cfr Deu. ‘Konvent’;converseren
0494;2025-11-26;hand;(το) χέρι - (τα) χέρια;znw.;;lichaam, behoeftes
0495;2025-11-26;plots， plotsklaps， ineens;ξαφνικά;bijw.;;tijd, meten
0496;2025-11-26;versturen;στέλνω - έστειλα - θα στείλω;ww.;;grammatica
0497;2025-11-26;een foto maken;βγάζω φωτογραφία;ww. groep;;cultuur
0498;2025-11-26;foto;(η) φωτογραφία;zin;;dingen
0499;2025-11-26;Maar alweer hetzelfde!;Μα πάλι τα ίδια!;zin;;
0500;2025-11-26;steeds hetzelfde;όλο τα ίδια;uitdr.;;uitdrukkingen, converseren
0501;2025-11-26;de gehele tijd， heel de tijd;όλη την ώρα;zin;;
0502;2025-11-26;¹uithalen， tevoorschijn halen ²uitdoen ³verdienen;βγάζω - έβγαλα - θα βγάλω;ww.;;grammatica
0503;2025-11-26;¹zetten， plaatsen ²leggen ³(kleren) aandoen;βάζω - έβαλα - θα βάλω;ww.;;grammatica
0504;2025-11-26;het licht aandoen;βάλω το φως;zin;;
0505;2025-11-26;het licht uitdoen;βγαίνω το φως;zin;;dingen
0506;2025-11-26;De bomen krijgen bladeren.;τα δέντρα βγάζουν φύλλα;zin;;natuur
0507;2025-11-26;brengen;φέρνω - έφερα - θα φέρω;ww.;;grammatica
0508;2025-11-26;verzamelen;μαζεύω - μάζεψα - θα μαζέψω;ww.;;grammatica
0509;2025-11-26;de borden afruimen;μαζεύω τα πιάτα;ww. groep;;voedsel, dingen
0510;2025-11-26;de borden neerzetten;βάζω τα πιάτα;ww. groep;;voedsel, dingen
0511;2025-11-26;we wassen ons;πλενόμαστε εμάς;zin;;lichaam, behoeftes
0512;2025-11-26;wasmachine;(το) πλυντήριο (ρούχων);znw.;;wonen, routines
0513;2025-11-26;vaatwasmachine;(το) πλυντήριο πιάτων;znw.;;wonen, routines
0514;2025-11-26;car wash， wasstraat;(το) πλυντήριο αυτοκινήτων;znw.;;
0516;2025-11-26;lakens;(τα) σεντόνια;znw.;;wonen, routines
0517;2025-11-26;handdoek;(η) πετσέτα - (οι) πετσέτες;znw.;;wonen, routines
0518;2025-11-26;de datum;η ημερομηνία;znw.;;kalender, meten
0519;2025-11-26;om twee uur ’s nachts;στις δύο την νύχτα;zin;tot 05:00, daarna: το πρωί;kalender, meten
0520;2025-11-26;no hard feelings;χωρίς δυσαρεστία;uitdr.;;uitdrukkingen, converseren
0521;2025-11-26;De hoeveelste is het vandaag?;Πόσες του μηνός/μήνα είναι/έχουμε σήμερα;;vraagzin;;kalender, meten
0522;2025-11-26;het is de 26ste november;είναι/έχουμε 26 Νοεμβρίου;zin;;kalender, meten
0523;2025-11-26;Wanneer is je verjaardag?;Πόσες του μηνός/μήνα έχεις τα γενέθλιά σου;;vraagzin;;converseren
0524;2025-12-03;¹de Heilige Nikolaos ²Sinterklaas;ο Άγιος Νικόλαος;znw.;6 december, maar in Griekenland niet gevierd als Sinterklaas;kalender, meten
0525;2025-12-03;heilige;ο άγιος;znw.;;kalender, meten
0526;2025-12-03;heilig;άγιος -η -ο;bnw.;;kalender, meten
0527;2025-12-03;zeelui;οι ναύτες;znw.;;
0528;2025-12-03;beschermen;προστατεύω;ww.;;grammatica
0529;2025-12-03;de Heilige Vasilis;ο Άγιος Βασίλης;znw.;gevierd op ¹januari;kalender, meten
0530;2025-12-03;de arme mensen;οι φτωχοί άνθρωποι;znw.;;
0531;2025-12-03;vasilópita (nieuwjaarstaart);(η) βασιλόπιτα;znw.;;kalender, meten
0532;2025-12-03;het muntje (in de cake);το φλουρί;znw.;;kalender, meten
0533;2025-12-03;kookpot;(η) κατσαρόλα;znw.;;voedsel, dingen
0534;2025-12-03;ik deed er zout bij;έβαλα αλάτι;zin;;voedsel, dingen
0535;2025-12-03;opzetten， opstellen;στήνω;ww.;;grammatica
0536;2025-12-03;Ik zette de kerstboom op.;Έστησα το χριστουγεννιάτικο δέντρο.;zin;;kalender, meten
0537;2025-12-03;de feestdagen;οι γιορτές;znw.;;kalender, meten
0538;2025-12-03;vieren;γιορτάζω;ww.;;kalender, meten
0539;2025-12-03;verschil;η διαφορά;znw.;;
0540;2025-12-03;het platteland;η εξοχή;znw.;;geografie, cultuur
0541;2025-12-03;krans;(το) στεφάνι;znw.;;natuur
0542;2025-12-03;Ik maak een krans en hang die aan de deur.;Φτιάχνω ένα στεφάνι και κρεμάω στην πόρτα.;zin;;kalender, meten
0543;2025-12-03;maken， bereiden， scheppen;φτιάχνω - έφτιαξα - θα φτιάξω;ww.;;grammatica
0544;2025-12-03;ophangen;κρεμάω - κρέμασα - θα κρεμάσω;ww.;;grammatica
0545;2025-12-03;verzamelen;μαζεύω - μάζεψα - θα μαζέψω;ww.;;grammatica
;;;θυμώνω;;;
0546;2025-12-03;bloemen plukken;μαζεύω λουλούδια;ww. groep;;natuur
0547;2025-12-03;Het is een chaos!;Γίνεται χαμός!;uitdr.;;uitdrukkingen, converseren
0548;2025-12-03;bediende;(ο) υπάλληλος;znw.;;beroepen, maatschappij
0549;2025-12-03;klant， client;(ο) πελάτης;znw.;;beroepen, maatschappij
0550;2025-12-03;prijs;η τιμή;znw.;;winkelen, routines
