υπερλήμμα	λήμμα	CEF level	Συχνότητα (Frequency)	τύπος λέξης
	κουρτίνα	C2	0	ουσ.	
	κουτάβι	C2	0	ουσ.	
	κουτάλι	C2	0	ουσ.	
	κουτός	C2	0	επίθ.	
	κουφός	C2	0	επίθ.	
	κοφτερά	C2	0	επίθ.	
	κοφτερός	C2	0	επίθ.	
	κόψιμο	C2	0	ουσ.	
	κράτημα	C2	0	ουσ.	
	κραυγάζω	C2	0	ρ.	
	κρεβατοκάμαρα	C2	0	ουσ.	
	κρεμάστρα	C2	0	ουσ.	
	κρεμάω, κρεμώ	C2	0	ρ.	
	κρέμομαι	C2	0	ρ.	
	κρεοπωλείο	C2	0	ουσ.	
	κρεοπώλης	C2	0	ουσ.	
	κριτικάρω	C2	0	ρ.	
	κροκόδειλος	C2	0	ουσ.	
	κρουαζιέρα	C2	0	ουσ.	
	κρύσταλλος	C2	0	ουσ.	
	κρυφοκοιτάζω	C2	0	ρ.	
	κρύωμα	C2	0	ουσ.	
	κτηνίατρος	C2	0	ουσ.	
	κτηνώδης	C2	0	επίθ.	
	κτύπημα	C2	0	ουσ.	
	κύβος	C2	0	ουσ.	
	κυλιέμαι	C2	0	ρ.	
	κυνικός	C2	0	επίθ.	
	κυτταρικός	C2	0	επίθ.	
	κωδικοποιώ	C2	0	ρ.	
	κώλος	C2	0	ουσ.	
	λαδί	C2	0	επίθ., ουσ.
	λάκκος	C2	0	ουσ.	
	λακκούβα	C2	0	ουσ.	
	λάκτισμα	C2	0	ουσ.	
	λαμπερός	C2	0	επίθ.	
	λαμποκοπάω, λαμποκοπώ	C2	0	ρ.	
	λαμπυρίζω	C2	0	ρ.	
	λάτρης	C2	0	ουσ.	
	λάχανο	C2	0	ουσ.	
	λαχτάρα	C2	0	ουσ.	
	λαχταρώ	C2	0	ρ.	
	λέβητας	C2	0	ουσ.	
	λέγομαι	C2	0	ρ.	
	λείος	C2	0	επίθ.	
	λειτουργικότητα	C2	0	ουσ.	
	λεκές	C2	0	ουσ.	
	λεκιάζω	C2	0	ρ.	
	λεκτικός	C2	0	επίθ.	
	λεμονάδα	C2	0	ουσ.	
	λεμονιά	C2	0	ουσ., επίθ.
	λεπτομερώς	C2	0	επίρρ.	
	λερωμένος	C2	0	επίθ.	
	λευκορωσικός	C2	0	επίθ.	
	λέω	C2	0	ρ.	
	ληστεύω	C2	0	ρ.	
	ληστής	C2	0	ουσ.	
	λιακάδα	C2	0	ουσ.	
	λιγότερος	C2	0	επίθ.	
	λιμνούλα	C2	0	ουσ.	
	λιπόσαρκος	C2	0	επίθ.	
	λογαριάζω	C2	0	ρ.	
	λόγια	C2	0	ουσ., επίθ.
	λογιστής	C2	0	ουσ.	
	λογοκρίνω	C2	0	ρ.	
	λογοκρισία	C2	0	ουσ.	
	λοξά	C2	0	επίρρ.	
	λοταρία	C2	0	ουσ.	
	λουκάνικο	C2	0	ουσ.	
	λοφίσκος	C2	0	ουσ.	
	λυπημένος	C2	0	επίθ., μτχ.
	μ.μ.	C2	0	συντμ., επίρρ.
	μάγειρας	C2	0	ουσ.	
	μαγείρεμα	C2	0	ουσ.	
	μαγιό	C2	0	ουσ.	
	μαγκώνω	C2	0	ρ.	
	μαζεύομαι	C2	0	ρ.	
	μαζικά	C2	0	επίρρ., επίθ.
	μαθητευόμενος	C2	0	μτχ., ουσ.
	μαιζονέτα	C2	0	ουσ.	
	μαϊντανός	C2	0	ουσ.	
	μακαρόνια	C2	0	ουσ.	
	μακριά	C2	0	επίθ., επίρρ.
	μάλλινος	C2	0	επίθ.	
	μανάβης	C2	0	ουσ.	
	μανάβικο	C2	0	ουσ.	
	μανίκι	C2	0	ουσ.	
	μαντεύω	C2	0	ρ.	
	μαξιλάρι	C2	0	ουσ.	
	μαργαριτάρι	C2	0	ουσ.	
	μάρκετινγκ	C2	0	κ.ό.
	μαρμελάδα	C2	0	ουσ.	
	μαρξισμός	C2	0	ουσ.	
	Μαρόκο	C2	0	κ.ό.	
	μαρούλι	C2	0	ουσ.	
	μάστερ	C2	0	ουσ.	
	μάστορας	C2	0	ουσ.	
	μάταια	C2	0	επίρρ., επίθ.
	μαχαιροπίρουνα	C2	0	ουσ.	
	μαχαιρώνω	C2	0	ρ.	
	μάχομαι	C2	0	ρ.	
	με	C2	0	πρόθ., αντων.
με	με αυτόν τον τρόπο			έκφρ.	
	συγχωρώ	C2	0	ρ.	
συγχωρώ	με συγχωρείτε			ρηματική φράση	
	μεγαλοποιώ	C2	0	ρ.	
	μεγαλοπρεπής	C2	0	επίθ.	
	μεγαλούπολη	C2	0	ουσ.	
	μεγαλοφυής	C2	0	επίθ.	
	μεγαλύτερος	C2	0	συγκρ., επίθ.
	μέγιστος	C2	0	επίθ.	
	μεζές	C2	0	ουσ.	
	μείζων	C2	0	επίθ., ουσ.
	μείον	C2	0	επίρρ.	
	μελάνι	C2	0	ουσ.	
	μελαχρινός	C2	0	επίθ.	
	μεμβράνη	C2	0	ουσ.	
	μέντορας	C2	0	ουσ.	
	μερικώς	C2	0	επίρρ.	
	μεριμνώ	C2	0	ρ.	
	μέσα	C2	0	επίρρ., επίθ., ουσ.
μέσα	μέσα μαζικής ενημέρωσης			έκφρ., ουσ.
	μέσα	C2	0	πρόθ., επίθ., ουσ.
μέσα	μέσα σε			έκφρ.	
μέσα	μέσα στο νερό			έκφρ.	
	μεσημεριανό	C2	0	ουσ., επίθ.
	μεσίτης	C2	0	ουσ.	
	μεσοδιάστημα	C2	0	ουσ.	
	μεσολαβητής	C2	0	ουσ.	
	μετά	C2	0	επίρρ., πρόθ.
μετά	μετά από			έκφρ.	
μετά	μετ' επιστροφής			έκφρ.	
	μεταβιβάζω	C2	0	ρ.	
	μεταβλητή	C2	0	ουσ., επίθ.
	μετακινούμαι	C2	0	ρ.	
	μεταμοσχεύω	C2	0	ρ.	
	μεταστρέφω	C2	0	ρ.	
	μετατρέψιμος	C2	0	επίθ.	
	μεταφράστρια	C2	0	ουσ.	
	μεταχειρίζομαι	C2	0	ρ.	
	μετέπειτα	C2	0	επίρρ.	
	μετέρχομαι	C2	0	ρ.	
	μετρημένος	C2	0	επίθ., μτχ.
	μετρητά	C2	0	ουσ., επίθ.
	μετρητής	C2	0	ουσ., επίθ.
	μετριοπαθής	C2	0	επίθ.	
	μετρώ	C2	0	ρ.	
	μη	C2	0	μόρ.	
	μηλιά	C2	0	ουσ.	
	μηνιαίως	C2	0	επίρρ.	
	μηρός	C2	0	ουσ.	
	μηχανικός	C2	0	ουσ., επίθ.
	μια	C2	0	αριθ., άρθρ.
μια	μια φορά			επιρρηματική φράση	
	μικραίνω	C2	0	ρ.	
	μικροβιολόγος	C2	0	ουσ.	
	μικροσκοπικός	C2	0	επίθ.	
	μικρότερος	C2	0	επίθ. (συγκρ. βαθμ.)
	μιμούμαι	C2	0	ρ.	
	μίσθωση	C2	0	ουσ.	
	μνημονεύω	C2	0	ρ.	
	μνηστήρας	C2	0	ουσ.	
	μοβ	C2	0	επίθ., ουσ.
	μοιράζομαι	C2	0	ρ.	
	μοίρασμα	C2	0	ουσ.	
	μόλις	C2	0	σύνδ.
	μόλις	C2	0	επίρρ.	
μόλις	μόλις τώρα			επιρρηματική φράση	
	μολυβδώνω	C2	0	ρ.	
	μολύβι	C2	0	ουσ.	
	μοναδικά	C2	0	επίρρ., επίθ.
	μονάρχης	C2	0	ουσ.	
	μόνιμα	C2	0	επίρρ., επίθ.
	μονοκατοικία	C2	0	ουσ.	
	μονόκλινο	C2	0	ουσ., επίθ.
	μονόπλευρος	C2	0	επίθ.	
	μονοσήμαντος	C2	0	επίθ.	
	μονόχρωμος	C2	0	επίθ.	
	μορφοποίηση	C2	0	ουσ.	
	μορφωμένος	C2	0	επίθ., μτχ.
	μορφώνω	C2	0	ρ.	
	μορφωτικός	C2	0	επίθ.	
	μοτοποδήλατο	C2	0	ουσ.	
	μούδιασμα	C2	0	ουσ.	
	μουρμουρίζω	C2	0	ρ.	
	μούσι	C2	0	ουσ.	
	μουσουλμανικός	C2	0	επίθ.	
	μουσουλμάνος -α	C2	0	ουσ.	
	μουστάκι	C2	0	ουσ.	
	μουστάρδα	C2	0	ουσ.	
	μοχθηρός	C2	0	επίθ.	
	μοχθώ	C2	0	ρ.	
	μπαγιάτικος	C2	0	επίθ.	
	μπακάλης	C2	0	ουσ.	
	μπακάλικο	C2	0	ουσ.	
	μπάλωμα	C2	0	ουσ.	
	μπαμπάκας	C2	0	ουσ.	
	μπανάνα	C2	0	ουσ.	
	μπανιέρα	C2	0	ουσ.	
	μπάσταρδος	C2	0	ουσ., επίθ.
	μπάτσος	C2	0	ουσ.	
	μπεζ	C2	0	επίθ.	
	μπέικον	C2	0	ουσ.	
	μπελάς	C2	0	ουσ.	
	μπερδεμένος	C2	0	επίθ., μτχ.
	μπιζέλι	C2	0	ουσ.	
	μπλιαχ	C2	0	επιφ.	
	μπλοκ	C2	0	ουσ.	
	μπλούζα	C2	0	ουσ.	
	μπολ	C2	0	ουσ.	
	μπόνους	C2	0	ουσ.	
	μπότα	C2	0	ουσ.	
	μπουτίκ	C2	0	ουσ.	
	μπουφάν	C2	0	ουσ.	
	μπουχτισμένος	C2	0	επίθ.	
	μπράτσο	C2	0	ουσ.	
	μπριζόλα	C2	0	ουσ.	
	μπρος	C2	0	επίρρ.	
	μπροστά	C2	0	επίρρ.	
μπροστά	μπροστά από			έκφρ.	
μπροστά	μπροστά από την πόρτα			έκφρ.	
	μυθικός	C2	0	επίθ.	
	μύκητας	C2	0	ουσ.	
	μυστηριώδης	C2	0	επίθ.	
	μυστικότητα	C2	0	ουσ.	
	ναζισμός	C2	0	ουσ.	
	ναζιστής	C2	0	ουσ.	
	ναζιστικός	C2	0	επίθ.	
	νάιλον	C2	0	ουσ.	
	ναρκομανής	C2	0	επίθ., ουσ.
	ναρκωτικό	C2	0	ουσ., επίθ.
	ναύτης	C2	0	ουσ.	
	νέα 	C2	0	ουσ., επίθ.
	νέο	C2	0	ουσ., επίθ.
	νέος	C2	0	επίθ.	
νέος	νέο έτος			ονοματική φράση	
	νεότερος	C2	0	επίθ. (συγκρ. βαθμ.)
	νεότητα	C2	0	ουσ.	
	νεροχύτης	C2	0	ουσ.	
	νευριάζω	C2	0	ρ.	
	νεύω	C2	0	ρ.	
	νεωτερισμός	C2	0	ουσ.	
	νηπιαγωγείο	C2	0	ουσ.	
	νικητήριος	C2	0	επίθ.	
	νικηφόρος	C2	0	επίθ.	
	νιπτήρας	C2	0	ουσ.	
	νοίκι	C2	0	ουσ.	
	νοικιάζω	C2	0	ρ.	
	νοικοκυρά	C2	0	ουσ.	
	νοικοκυρεμένος	C2	0	επίθ.	
	νοικοκύρης	C2	0	ουσ.	
	νομισματικός	C2	0	επίθ.	
	Νορβηγία	C2	0	κ.ό.	
	νορβηγικός	C2	0	επίθ.	
	Νορβηγός	C2	0	ουσ.	
	νόρμα	C2	0	ουσ.	
	νοσηλεία	C2	0	ουσ.	
	νοσηλεύω	C2	0	ρ.	
	νοσοκόμα	C2	0	ουσ.	
	νοσοκομειακός	C2	0	επίθ.	
	νοσοκόμος	C2	0	ουσ.	
	νοσταλγώ	C2	0	ρ.	
	νόστιμος	C2	0	επίθ.	
	νοτιοδυτικός	C2	0	επίθ.	
	νουβέλα	C2	0	ουσ.	
	ντεμπούτο	C2	0	ουσ.	
	ντετέκτιβ	C2	0	ουσ.	
	ντουλάπα	C2	0	ουσ.	
	ντουλάπι	C2	0	ουσ.	
	ντους	C2	0	ουσ.	
	ντύνομαι	C2	0	ρ.	
	νύστα	C2	0	ουσ.	
	νυστάζω	C2	0	ρ.	
	νυχτερίδα	C2	0	ουσ.	
	νυχτερινός	C2	0	επίθ.	
	νυχτικό	C2	0	ουσ.	
	νωρίτερα	C2	0	επίρρ.	
	ξάδελφος/ξαδέλφη, ξάφερφος/ξαδέρφη	C2	0	ουσ.	
	ξακουστός	C2	0	επίθ.	
	ξεβιδώνω	C2	0	ρ.	
	ξεδιπλώνω	C2	0	ρ.	
	ξεκούραση	C2	0	ουσ.	
	ξεκούραστος	C2	0	επίθ.	
	ξεναγός	C2	0	ουσ.	
	ξεντύνω	C2	0	ρ.	
	ξεπληρώνω	C2	0	ρ.	
	ξεριζώνω	C2	0	ρ.	
	ξερός	C2	0	επίθ.	
ξερός	ξερός κρότος			ονοματική φράση	
	ξεσκεπάζω	C2	0	ρ.	
	ξεσκονίζω	C2	0	ρ.	
	ξέσπασμα	C2	0	ουσ.	
	ξετυλίγω	C2	0	ρ.	
	ξεφλουδίζω	C2	0	ρ.	
	ξεφορτώνομαι	C2	0	ρ.	
	ξεφωνίζω	C2	0	ρ.	
	ξημερώνει	C2	0	ρ.	
	ξίδι	C2	0	ουσ.	
	ξινός	C2	0	επίθ.	
	ξίφος	C2	0	ουσ.	
	ξύλινος	C2	0	επίθ.	
	ξυλοδαρμός	C2	0	ουσ.	
	ξυπνητός	C2	0	επίθ.	
	ξυράφι	C2	0	ουσ.	
	ξυρίζω	C2	0	ρ.	
	ξύρισμα	C2	0	ουσ.	
	ξυριστικός	C2	0	επίθ.	
	όγδοος	C2	0	αριθ.	
	οδικώς	C2	0	επίρρ.	
	οδοντόβουρτσα	C2	0	ουσ.	
	οδοντόκρεμα	C2	0	ουσ.	
	οδύνη	C2	0	ουσ.	
	οικιστικός	C2	0	επίθ.	
	οικοδεσπότης	C2	0	ουσ.	
	οικοδόμημα	C2	0	ουσ.	
	οικονομολόγος	C2	0	ουσ.	
	οίκτος	C2	0	ουσ.	
	οικτρός	C2	0	επίθ.	
	οινοπνευματώδης	C2	0	επίθ.	
	οκτωβριανός	C2	0	επίθ.	
	ολέθριος	C2	0	επίθ.	
	ολιγάριθμος	C2	0	επίθ.	
	ολισθαίνω	C2	0	ρ.	
	ολίσθηση	C2	0	ουσ.	
	Ολλανδία	C2	0	κ.ό.	
	ολλανδικός	C2	0	επίθ.	
	ολοκληρωμένος	C2	0	επίθ.	
	ολοκληρωτικά	C2	0	επίρρ., επίθ.
	ολομελής	C2	0	επίθ.	
	ολότητα	C2	0	ουσ.	
	ολωσδιόλου	C2	0	επίρρ.	
	ομαδοποίηση	C2	0	ουσ.	
	ομαλά	C2	0	επίρρ.	
	ομίχλη	C2	0	ουσ.	
	ομοιόμορφος	C2	0	επίθ.	
	ομοίως	C2	0	επίρρ.	
	ομοφυλοφιλία	C2	0	ουσ.	
	ομοφωνία	C2	0	ουσ.	
	ομπρέλα	C2	0	ουσ.	
	ον	C2	0	ουσ., μτχ., ουσ.
	οπή	C2	0	ουσ.	
	όπισθεν	C2	0	επίρρ., ουσ.	
	οπλισμένος	C2	0	επίθ., μτχ.
	οποτεδήποτε	C2	0	επίρρ.	
	οπουδήποτε	C2	0	επίρρ.	
	οργανωμένος	C2	0	επίθ., μτχ.
	οργανωτής	C2	0	ουσ.	
	ορθογραφία	C2	0	ουσ.	
	ορθολογικός	C2	0	επίθ.	
	ορθοπεδικός, ορθοπαιδικός	C2	0	ουσ., επίθ.	
	ορθότητα	C2	0	ουσ.	
	οριζόντια	C2	0	επίρρ., επίθ.
	ορκίζω	C2	0	ρ.	
	ορόσημο	C2	0	ουσ.	
	ορυκτό	C2	0	ουσ.	
	ορυχείο	C2	0	ουσ.	
	οσμή	C2	0	ουσ.	
	όσο	C2	0	επίρρ., αντων.
όσο	όσο … τόσο			έκφρ.	
	όσπριο	C2	0	ουσ.	
	όσφρηση	C2	0	ουσ.	
	Ουγγαρία	C2	0	κ.ό.	
	ουκρανικός	C2	0	επίθ.	
	ουσιωδώς	C2	0	επίρρ.	
	ουφ	C2	0	επιφ.	
	οφειλόμενος	C2	0	επίθ.	
	οφθαλμίατρος	C2	0	ουσ.	
	π.χ.	C2	0	συντμ.	
	παγιδεύω	C2	0	ρ.	
	παγωμένος	C2	0	επίθ., μτχ.
	παγωνιά	C2	0	ουσ.	
	παζλ	C2	0	ουσ.	
	παθιασμένος	C2	0	επίθ.	
	παθολόγος	C2	0	ουσ.	
	παιδαγωγός	C2	0	ουσ.	
	παιδίατρος	C2	0	ουσ.	
	παίξιμο	C2	0	ουσ.	
	παίρνω	C2	0	ρ.	
παίρνω	παίρνω φωτογραφίες			ρηματική φράση	
παίρνω	συνέντευξη			ρηματική φράση,
	παλαιστινιακός	C2	0	επίθ.	
	παλίρροια	C2	0	ουσ.	
	παλτό	C2	0	ουσ.	
	παμπ	C2	0	ουσ.	
	πάνελ	C2	0	ουσ.	
	πανομοιότυπος	C2	0	επίθ.	
	παντοδύναμος	C2	0	επίθ.	
	παντόφλα	C2	0	ουσ.	
	παντρεμένος	C2	0	επίθ., μτχ., ουσ.
	παντρεύομαι	C2	0	ρ.	
	πάνω	C2	0	επίθ., επίρρ.
πάνω	πάνω μέρος			έκφρ.	
	πάνω	C2	0	πρόθ., επίρρ.
πάνω	πάνω σε			έκφρ.	
πάνω	πάνω από			έκφρ.	
	πάπια	C2	0	ουσ.	
	πάπλωμα	C2	0	ουσ.	
	παππούς	C2	0	ουσ.	
παππούς	παππούς και γιαγιά			ονοματική φράση	
	παρά	C2	0	πρόθ.
παρά	παρ' όλα αυτά			επιρρηματική φράση	
	πάρα	C2	0	επίρρ., πρόθ., ρ.
πάρα	πάρα πολύ			επιρρηματική φράση	
	παραβλέπω	C2	0	ρ.	
	παράγωγο	C2	0	ουσ.	
	παραδειγματικά	C2	0	επίρρ.	
	παραδειγματικός	C2	0	επίθ.	
	παραδίδω	C2	0	ρ.	
	παραδίνομαι	C2	0	ρ.	
	παραδόξως	C2	0	επίρρ.	
	παραθερίζω	C2	0	ρ.	
	παρακινώ	C2	0	ρ.	
	παραλαμβάνω	C2	0	ρ.	
	παραλήπτης	C2	0	ουσ.	
	παραλύω	C2	0	ρ.	
	παραμελώ	C2	0	ρ.	
	παραπλανώ	C2	0	ρ.	
	Παρασκευή	C2	0	κ.ό.
	παρατεταμένος	C2	0	επίθ., μτχ.
	παράτυπος	C2	0	επίθ.	
	παρεκκλήσι	C2	0	ουσ.	
	παρέλαση	C2	0	ουσ.	
	παρελαύνω	C2	0	ρ.	
	παρελθών	C2	0	επίθ., μτχ.
	παρεμβολή	C2	0	ουσ.	
	παρεμπιπτόντως	C2	0	επίρρ.	
	παρεμποδίζω	C2	0	ρ.	
	παρεμπόδιση	C2	0	ουσ.	
	παρενόχληση	C2	0	ουσ.	
	παρενοχλώ	C2	0	ρ.	
	παρέρχομαι	C2	0	ρ.	
	παρηγοριά	C2	0	ουσ.	
	παρηγορώ	C2	0	ρ.	
	παρθένα	C2	0	ουσ.	
	παρκάρισμα	C2	0	ουσ.	
	παρκάρω	C2	0	ρ.	
	παρκόμετρο	C2	0	ουσ.	
	παρομοίως	C2	0	επίρρ.	
	παροτρύνω	C2	0	ρ.	
	πάστορας	C2	0	ουσ.	
	πασχίζω	C2	0	ρ.	
	πατριάρχης	C2	0	ουσ.	
	πατριωτικός	C2	0	επίθ.	
	παύση	C2	0	ουσ.	
	παχαίνω	C2	0	ρ.	
	παχουλός	C2	0	επίθ.	
	πεζόδρομος	C2	0	ουσ.	
	πεθαμένος	C2	0	επίθ., μτχ.
	πεθερά	C2	0	ουσ.	
	πεθερικά	C2	0	ουσ.	
	πεθερός	C2	0	ουσ.	
	πεινασμένος	C2	0	μτχ., επίθ., μτχ.
	πειραματίζομαι	C2	0	ρ.	
	πελώριος	C2	0	επίθ.	
	πένα	C2	0	ουσ.	
	πεντακόσια	C2	0	αριθ., επίθ.
	πεντηκοστός	C2	0	αριθ., επίθ.
	πέος	C2	0	ουσ.	
	πεπειραμένος	C2	0	επίθ., μτχ.
	πεπεισμένος	C2	0	επίθ., μτχ.
	πεπόνι	C2	0	ουσ.	
	πεπρωμένο	C2	0	ουσ.	
	πέρα	C2	0	επίρρ.	
πέρα	πέρα από			επιρρηματική φράση	
	περαιτέρω	C2	0	επίθ., επίρρ., ουσ.
περαιτέρω	περαιτέρω εξέλιξη			έκφρ.	
	περαστικά	C2	0	έκφρ., επίθ., επιφ.
	περήφανος	C2	0	επίθ.	
	περίγραμμα	C2	0	ουσ.	
	περίγυρος	C2	0	ουσ.	
	περιεκτικός	C2	0	επίθ.	
	περιθάλπω	C2	0	ρ.	
	περιθωριακός	C2	0	επίθ.	
	περικλείω	C2	0	ρ.	
	περιληπτικά	C2	0	επίρρ.	
	περιορίζομαι	C2	0	ρ.	
	περιπλανιέμαι	C2	0	ρ.	
	περιπλέκω	C2	0	ρ.	
	περιποιούμαι	C2	0	ρ.	
	περισσότερα	C2	0	συγκρ., επίθ.
	περισσότερος	C2	0	ουσ., επίθ.
	περιστασιακά	C2	0	επίρρ., επίθ.
	περιστασιακός	C2	0	επίθ.	
	περιστέρι	C2	0	ουσ.	
	περισυλλέγω	C2	0	ρ.	
	περιφέρω	C2	0	ρ.	
	περίφημα	C2	0	επίρρ., επίθ.
	περιφρόνηση	C2	0	ουσ.	
	περπάτημα	C2	0	ουσ.	
	πετάγομαι	C2	0	ρ.	
	πεταλούδα	C2	0	ουσ.	
	πετσέτα	C2	0	ουσ.	
	πετυχημένος	C2	0	επίθ., μτχ.
	πηδάλιο	C2	0	ουσ.	
	πηλός	C2	0	ουσ.	
	πιθανολογώ	C2	0	ρ.	
	πιθανόν	C2	0	επίρρ.	
	πίθηκος	C2	0	ουσ.	
	πικάντικος	C2	0	επίθ.	
	πικρία	C2	0	ουσ.	
	πινγκ-πονγκ	C2	0	ουσ.	
	πιο	C2	0	επίρρ.	
πιο	πιο πολύ			επιρρηματική φράση	
	πίπα	C2	0	ουσ.	
	πιρούνι	C2	0	ουσ.	
	πισινός	C2	0	ουσ., επίθ.
	πίσσα	C2	0	ουσ.	
	πιστευτός	C2	0	επίθ.	
	πιστόλι	C2	0	ουσ.	
	πιστώνω	C2	0	ρ.	
	πίσω	C2	0	επίθ., επίρρ., ουσ., ρ.
πίσω	πίσω πλευρά			έκφρ.	
	πιτζάμα	C2	0	ουσ.	
	πίτσα	C2	0	ουσ.	
	πιτσαρία	C2	0	ουσ.	
	πλαισιώνω	C2	0	ρ.	
	πλασματικός	C2	0	επίθ.	
	πλειστηριασμός	C2	0	ουσ.	
	πλέκω	C2	0	ρ.	
	πλεονάζων	C2	0	επίθ.	
	πλεόνασμα	C2	0	ουσ.	
	πλέω	C2	0	ρ.	
	πληκτικός	C2	0	επίθ.	
	πληκτρολόγιο	C2	0	ουσ.	
	πληκτρολογώ	C2	0	ρ.	
	πλοηγώ	C2	0	ρ.	
	πλύσιμο	C2	0	ουσ.	
	ποδηλάτης	C2	0	ουσ.	
	πόκερ	C2	0	ουσ.	
	πολλαπλότητα	C2	0	ουσ.	
	πολυετής	C2	0	επίθ.	
	πολυθρόνα	C2	0	ουσ.	
	πολύτιμος	C2	0	επίθ.	
πολύτιμος	πολύτιμος λίθος			ονοματική φράση	
	Πολωνία	C2	0	κ.ό.	
	πολωνικός	C2	0	επίθ.	
	Πολωνός	C2	0	ουσ.	
	ποπ	C2	0	επίθ.	
	πορνεία	C2	0	ουσ.	
	πόρνη	C2	0	ουσ.	
	πορτοκαλάδα	C2	0	ουσ.	
	πορτοκάλι	C2	0	ουσ.	
	πορτοκαλιά	C2	0	ουσ., επίθ.
	πορτοφόλι	C2	0	ουσ.	
	ποσοστιαίος	C2	0	επίθ.	
	ποσοτικός	C2	0	επίθ.	
	πόστο	C2	0	ουσ.	
	πουλόβερ	C2	0	ουσ.	
	πραγματεία	C2	0	ουσ.	
	πραξικόπημα	C2	0	ουσ.	
	πρεμιέρα	C2	0	ουσ.	
	πρέσβης	C2	0	ουσ.	
	πριγκίπισσα	C2	0	ουσ.	
	πρίζα	C2	0	ουσ.	
	προαιρετικός	C2	0	επίθ.	
	προβλέψιμος	C2	0	επίθ.	
	πρόγνωση	C2	0	ουσ.	
	προγραμματικός	C2	0	επίθ.	
	προγραμματιστής	C2	0	ουσ.	
	προδιατεθειμένος	C2	0	επίθ.	
	προεδρεύω	C2	0	ρ.	
	προεξέχων	C2	0	επίθ.	
	πρόθυμα	C2	0	επίρρ., επίθ.
	προθυμία	C2	0	ουσ.	
	προθυμοποιούμαι	C2	0	ρ.	
	προικισμένος	C2	0	επίθ.	
	προκάτοχος	C2	0	ουσ., επίθ.
	προκόβω	C2	0	ρ.	
	πρόξενος	C2	0	ουσ.	
	προξενώ	C2	0	ρ.	
	πρόπερσι	C2	0	επίρρ.	
	πρόποση	C2	0	ουσ.	
	προς	C2	0	πρόθ.	
προς	προς τα εδώ			έκφρ.	
	προς	C2	0	πρόθ.	
προς	προς τα εμπρός			έκφρ.	
	προσανατολίζω	C2	0	ρ.	
	προσαρμοσμένος	C2	0	επίθ.	
	προσβάσιμος	C2	0	επίθ.	
	προσβασιμότητα	C2	0	ουσ.	
	προσγειώνω	C2	0	ρ.	
